year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
8,349.0,731.8,7.2,484.0,9,106,9804,165,7.6,13.3,9.0,9,1.255
9,349.0,535.2,6.7,446.0,6,103,9030,99,14.7,18.3,10.0,9,1.324
10,349.0,636.9,6.5,397.0,7,102,9374,165,19.0,23.2,11.0,11,1.455
1,1022.0,449.6,13.1,121.0,5,102,1960,285,0.0,0.0,0.0,2,1.051
2,1022.0,449.0,12.8,100.6,6,109,1755,265,2.0,0.0,7.0,5,1.115
3,1022.0,542.1,12.8,62.0,5,113,1755,270,4.3,26.4,14.0,5,1.198
4,1022.0,639.7,12.0,123.0,6,107,1822,257,7.6,32.8,15.0,5,1.255
5,1022.0,444.2,13.5,58.7,6,110,1868,266,13.2,43.3,19.0,6,1.289
6,1022.0,372.6,13.0,64.3,5,107,1870,225,23.9,66.4,20.0,6,1.324
7,1022.0,474.5,13.0,131.0,4,101,2230,230,35.4,83.2,20.0,7,1.605
8,1022.0,549.0,12.3,154.9,4,111,2300,240,48.5,97.8,23.0,7,1.689
9,1022.0,442.3,13.1,78.4,3,104,2385,250,58.9,143.2,23.0,8,1.784
10,1022.0,576.2,13.3,24.8,7,108,2385,250,75.5,176.7,26.0,9,1.932
1,811.0,393.9,7.8,506.0,4,113,4050,740,0.0,10.8,0.0,11,0.994
2,811.0,394.3,6.7,533.2,7,115,4120,770,0.0,31.2,0.0,12,1.104
3,811.0,446.1,7.4,489.0,7,108,3975,675,0.0,36.4,0.0,12,1.129
4,811.0,510.2,6.1,573.0,7,107,4000,695,0.0,40.6,1.0,12,1.162
5,811.0,365.4,8.0,448.0,6,106,4135,725,0.0,79.3,1.0,12,1.188
6,811.0,458.9,7.4,252.6,6,110,4270,760,5.5,87.3,2.0,13,1.212
7,811.0,526.7,7.4,513.0,5,107,4400,795,8.3,96.4,3.0,13,1.243
8,811.0,490.7,7.0,512.1,6,112,4565,835,18.4,102.4,3.0,13,1.295
9,811.0,351.7,7.5,388.5,8,110,4795,850,29.5,112.5,4.0,14,1.303
10,811.0,325.8,7.8,258.3,8,108,4910,860,36.7,121.3,4.0,14,1.354
1,811.0,324.4,8.4,330.0,4,107,5020,880,0.0,57.2,0.0,2,0.461
2,811.0,371.9,8.6,356.0,6,112,4400,795,0.0,67.4,0.0,2,0.481
3,811.0,318.2,8.2,404.0,3,115,4545,1099,9.9,75.7,0.0,4,0.512
4,811.0,340.2,8.7,294.0,4,109,4147,844,15.2,88.3,0.0,5,0.561
5,811.0,503.2,8.0,417.0,7,106,4980,1017,30.6,110.2,0.0,7,0.618
6,811.0,529.0,8.1,292.0,7,105,5250,1070,39.5,121.2,1.0,7,0.632
7,811.0,425.0,7.9,388.0,5,114,6240,1271,52.3,139.2,7.0,8,0.654
8,811.0,397.4,8.3,555.0,4,111,6780,1382,67.8,142.3,11.0,9,0.667
9,811.0,377.4,6.8,668.0,7,114,6750,1451,83.4,147.8,21.0,10,0.691
10,811.0,427.4,7.5,463.0,8,114,5310,1140,89.6,152.4,25.0,10,0.718
1,876.0,338.3,8.6,395.0,5,109,2520,355,0.0,7.3,0.0,7,1.107
2,876.0,316.9,7.8,336.2,5,124,2925,375,0.0,7.8,0.0,7,1.41
3,876.0,346.3,8.2,338.0,7,110,3130,375,0.0,13.3,0.0,8,1.532
4,876.0,300.5,7.3,382.0,6,107,3465,441,0.0,23.3,1.0,8,1.592
5,876.0,289.7,8.7,347.8,5,110,2640,415,0.5,34.5,1.0,10,1.652
6,876.0,320.1,8.2,165.6,6,125,4230,385,4.0,43.2,1.0,10,1.726
7,876.0,337.5,8.3,420.0,4,107,4430,410,7.0,54.3,1.0,10,1.772
8,876.0,368.2,7.9,360.8,5,109,4740,425,8.0,59.6,2.0,12,1.901
9,876.0,266.8,8.2,278.2,7,112,5150,455,13.0,73.5,2.0,12,2.008
10,876.0,269.0,8.5,175.8,6,104,5450,505,18.5,85.4,2.0,13,2.091
1,1402.0,1289.4,12.5,75.4,21,114,4352,392,0.0,0.0,0.0,1,0.835
2,1402.0,1158.1,14.0,26.2,22,117,4613,416,0.0,0.0,0.0,14,0.841
3,1402.0,1241.6,13.4,59.4,22,116,4890,440,0.0,0.0,0.0,5,0.845
4,1402.0,1281.0,12.2,157.0,28,117,5183,467,0.8,0.0,0.0,5,0.852
5,1402.0,1009.5,13.2,43.0,23,127,5494,495,11.4,0.0,0.0,5,0.868
6,1402.0,1166.8,14.0,36.0,19,119,5824,525,26.1,0.0,0.0,5,0.882
7,1402.0,1718.6,12.0,148.0,34,117,6173,556,90.9,33.4,0.0,6,0.958
8,1402.0,1224.3,13.0,165.0,33,120,6544,589,155.7,36.7,0.0,6,1.073
9,1402.0,1352.7,13.0,129.0,21,122,6936,625,238.0,39.3,0.0,7,1.145
10,1402.0,1272.8,14.0,23.0,28,121,7353,662,275.4,43.8,0.0,7,1.211
1,796.0,878.0,24.0,0.0,16,108,7849,1115,0.0,0.0,0.0,4,0.511
2,796.0,1081.8,24.4,0.0,25,114,8041,1142,0.0,0.0,0.0,4,0.542
3,796.0,1473.4,23.8,0.0,29,107,8150,900,0.0,0.0,0.0,5,0.564
4,796.0,1008.3,23.1,0.0,29,109,7590,650,0.0,0.0,0.0,5,0.592
5,796.0,1234.7,23.0,0.0,39,106,7000,420,0.0,0.0,0.0,6,0.614
6,796.0,1558.3,23.7,0.0,35,108,7850,114,0.0,0.0,0.0,6,0.634
7,796.0,1846.9,23.0,0.0,45,111,9071,131,0.0,0.0,0.0,6,0.662
8,796.0,1146.6,22.8,0.0,31,108,9240,223,0.0,0.0,0.0,7,0.678
9,796.0,1368.9,23.8,0.0,26,105,9500,231,0.0,0.0,0.0,7,0.681
10,796.0,1201.2,23.9,0.0,33,106,9700,237,0.0,0.0,0.0,7,0.692
1,796.0,1687.0,23.4,0.0,22,108,9900,244,0.0,0.0,0.0,3,0.7
2,796.0,733.7,23.4,0.0,28,111,10200,280,0.0,0.0,1.0,3,0.701
3,796.0,1450.2,23.6,0.0,18,115,10300,315,1.0,0.0,1.0,3,0.729
4,796.0,1034.6,23.7,0.0,35,108,10501,267,1.4,4.5,2.0,6,0.761
5,796.0,1213.1,23.7,0.0,27,112,10740,275,3.8,5.5,2.0,6,0.806
6,796.0,1198.4,23.9,0.0,23,111,10890,283,6.22,6.3,3.0,6,0.808
7,796.0,1488.6,23.3,0.0,28,110,11120,292,7.1,6.9,3.0,8,0.831
8,796.0,968.6,23.8,0.0,23,107,11490,300,15.2,7.2,3.0,9,0.871
9,796.0,1063.0,24.2,0.0,22,109,11645,377,22.3,7.7,4.0,9,0.932
10,796.0,1312.8,23.5,0.0,23,109,11430,319,27.9,8.4,4.0,12,0.999
1,796.0,1181.0,23.8,0.0,24,110,11630,350,28.0,2.5,16.0,5,1.102
2,796.0,1038.5,22.3,0.0,18,111,11900,385,39.5,2.9,21.0,5,1.085
3,796.0,1178.8,24.4,0.0,24,110,12234,405,51.8,3.8,21.0,5,1.121
4,796.0,1132.3,23.9,0.0,19,109,12340,390,57.8,4.4,23.0,5,1.177
5,796.0,1302.3,24.0,0.0,21,104,12590,430,66.8,5.3,27.0,6,1.801
6,796.0,1166.8,23.9,0.0,25,108,12650,460,73.5,6.4,27.0,6,1.837
7,796.0,1099.2,25.1,0.0,27,109,12710,445,81.7,7.3,33.0,6,1.828
8,796.0,1611.8,23.9,0.0,32,112,12785,480,89.4,7.8,35.0,9,1.853
9,796.0,1507.7,24.4,0.0,20,109,12840,495,96.5,8.6,39.0,9,1.883
10,796.0,947.6,24.1,0.0,20,105,12940,490,99.3,9.2,42.0,12,1.912
1,418.0,1141.9,17.1,25.0,19,121,4396,460,0.0,89.5,0.0,3,0.932
2,418.0,734.9,19.0,0.0,11,117,5850,328,0.0,89.5,0.0,3,0.951
3,418.0,1391.5,17.7,1.3,14,119,5400,302,0.0,110.5,1.0,3,0.963
4,418.0,1529.3,17.0,1.0,20,114,8550,479,1.0,114.9,2.0,3,0.972
5,418.0,1161.5,17.4,1.0,12,113,9900,554,1.0,121.6,4.0,3,1.029
6,418.0,1917.3,17.1,8.9,27,115,10800,605,1.3,129.5,4.0,4,1.038
7,418.0,1350.1,17.8,6.5,21,116,10350,580,1.4,137.6,5.0,4,1.095
8,418.0,1219.1,17.2,18.0,22,124,10575,592,1.7,140.8,8.0,5,1.129
9,418.0,1283.8,17.5,4.4,14,119,9450,529,1.7,277.4,11.0,5,1.162
10,418.0,1482.8,18.6,0.0,18,118,10350,580,1.9,285.12,24.0,5,1.297
1,423.0,1537.9,14.7,39.0,24,116,3295,422,0.0,134.3,0.0,4,0.802
2,423.0,1003.7,16.5,2.0,20,112,4402,577,0.0,138.8,0.0,4,0.809
3,423.0,1243.6,15.8,5.9,21,114,4900,656,0.0,139.1,0.0,4,0.816
4,423.0,1725.9,15.0,6.0,26,110,5005,683,0.0,151.6,0.0,5,0.82
5,423.0,1236.7,15.4,21.0,13,110,5206,725,47.6,152.5,0.0,5,0.834
6,423.0,1805.7,15.1,33.7,28,113,5383,765,122.0,153.0,4.0,5,0.846
7,423.0,1473.3,15.4,21.2,20,112,5534,652,131.7,157.3,59.0,5,0.858
8,423.0,1273.6,14.9,44.0,22,115,5695,671,140.6,159.3,98.0,6,0.883
9,423.0,1319.2,15.3,14.7,16,114,5805,877,149.5,162.4,186.0,6,0.908
10,423.0,1375.9,16.8,0.4,14,118,5940,604,167.4,166.4,195.0,6,0.934
1,365.0,1370.0,15.9,39.0,23,118,1511,121,0.0,153.3,0.0,2,0.657
2,365.0,789.9,17.8,1.0,13,117,2214,290,0.0,153.3,0.0,2,0.673
3,365.0,1500.4,16.9,1.9,15,117,1544,207,0.0,256.0,0.0,3,0.724
4,365.0,1380.8,16.1,3.0,14,111,2409,329,1.3,265.6,0.0,3,0.778
5,365.0,1213.8,16.4,7.0,12,111,2623,365,15.5,298.5,2.0,3,0.782
6,365.0,2142.9,16.2,17.9,25,111,2808,399,28.9,336.9,2.0,4,0.844
7,365.0,1440.4,16.8,11.8,19,110,1890,423,88.8,456.7,7.0,4,0.882
8,365.0,1239.3,16.2,32.0,18,120,2993,443,103.5,536.6,18.0,4,0.949
9,365.0,1428.1,16.5,8.0,13,113,2970,448,124.9,570.5,34.0,7,0.973
10,365.0,1587.0,17.8,0.1,16,120,3078,358,140.4,591.4,51.0,7,0.997
1,511.0,1620.8,13.6,60.0,25,117,1695,217,0.0,0.0,0.0,10,0.763
2,511.0,1158.0,15.3,6.0,18,108,2487,229,0.0,0.0,0.0,11,0.783
3,511.0,1318.5,14.6,15.6,22,117,2748,258,0.0,0.0,0.0,11,0.868
4,511.0,1893.1,13.7,12.0,26,109,2992,287,0.0,0.0,1.0,12,0.879
5,511.0,1267.4,14.3,35.0,13,115,2666,261,0.0,0.0,1.0,12,0.883
6,511.0,1933.7,14.0,53.4,25,114,3072,307,0.0,9.9,2.0,12,0.99
7,511.0,1554.6,14.3,48.9,19,112,3816,389,0.0,12.7,7.0,13,1.11
8,511.0,1424.2,13.7,90.0,20,115,4176,434,0.0,20.7,10.0,14,1.262
9,511.0,1310.4,14.1,30.8,17,115,5040,534,0.0,25.4,47.0,14,1.345
10,511.0,1314.1,15.7,3.8,13,110,5238,269,0.0,29.6,97.0,17,1.481
1,356.0,745.9,20.3,0.0,19,125,3150,334,0.0,146.7,0.0,2,0.692
2,356.0,1421.9,18.8,0.6,15,120,3150,334,0.0,153.2,0.0,2,0.697
3,356.0,1183.0,18.3,0.0,20,116,2700,286,0.0,162.9,0.0,2,0.704
4,356.0,1310.8,18.7,0.0,16,116,3600,382,0.0,174.3,0.0,3,0.721
5,356.0,1582.4,18.5,1.3,36,115,3150,334,0.0,185.3,4.0,4,0.734
6,356.0,1091.3,18.9,0.7,23,116,3150,334,1.0,196.4,7.0,4,0.742
7,356.0,1085.3,18.3,10.0,24,122,3150,334,1.2,207.0,8.0,4,0.758
8,356.0,1315.1,18.8,1.8,19,113,3150,334,1.5,211.0,34.0,5,0.768
9,356.0,1175.1,19.7,0.0,24,119,3600,382,2.0,219.3,41.0,6,0.77
10,356.0,751.9,19.7,2.9,13,125,3850,662,2.1,225.3,49.0,6,0.771
1,345.0,1026.9,18.7,15.0,18,118,1308,167,0.0,58.4,0.0,4,0.683
2,345.0,630.2,20.4,0.0,16,124,3150,334,0.0,66.9,0.0,4,0.695
3,345.0,1460.1,18.9,0.4,16,119,3150,334,0.0,96.4,1.0,4,0.702
4,345.0,1296.4,18.3,0.0,22,115,2700,286,0.0,142.7,1.0,4,0.724
5,345.0,1219.7,18.7,0.0,14,113,3600,382,0.0,151.3,4.0,4,0.743
6,345.0,1665.5,18.4,1.2,38,113,3150,334,0.0,164.9,4.0,4,0.759
7,345.0,1040.3,18.9,0.2,26,113,3150,334,0.0,167.8,5.0,4,0.778
8,345.0,1283.1,18.2,11.0,23,120,3150,334,0.0,175.0,6.0,5,0.785
9,345.0,1228.8,18.8,1.8,17,113,3150,334,0.0,193.4,15.0,5,0.812
10,345.0,1227.0,19.7,0.0,25,115,3600,382,0.0,194.4,28.0,5,0.858
1,308.0,1127.1,17.6,1.7,21,118,286,56,0.0,0.0,0.0,1,0.881
2,308.0,1224.0,17.8,19.0,22,120,311,61,0.0,0.0,0.0,1,0.905
3,308.0,665.2,19.7,0.0,10,123,1215,25,0.0,0.0,0.0,2,0.918
4,308.0,1443.9,18.4,0.1,14,118,1341,29,0.0,0.0,0.0,2,0.231
5,308.0,1397.1,17.7,0.0,22,117,1154,25,0.0,0.0,0.0,2,0.432
6,308.0,1155.6,18.1,0.0,14,113,1258,28,0.0,0.0,0.0,2,0.745
7,308.0,1880.7,17.9,2.4,35,116,1295,136,0.0,0.0,0.0,3,0.923
8,308.0,1179.3,18.4,1.5,24,116,1343,31,0.5,0.5,0.0,3,1.021
9,308.0,1257.7,17.6,15.0,25,122,1389,144,0.5,0.6,2.0,3,1.04
10,308.0,1336.4,18.2,2.4,15,116,1440,35,0.7,1.3,5.0,3,1.09
1,432.0,1083.2,19.7,11.0,13,116,9057,2061,0.0,0.0,0.0,5,0.838
2,432.0,869.3,21.2,0.0,14,114,14519,3050,0.0,0.0,0.0,5,0.847
3,432.0,1437.9,19.7,0.0,18,113,14590,3128,0.0,0.0,0.0,6,0.892
4,432.0,1317.8,19.1,0.0,18,114,13207,2888,0.0,0.0,2.0,6,0.934
5,432.0,1442.3,19.5,0.0,21,108,15795,3526,0.0,0.0,2.0,6,0.991
6,432.0,1488.3,20.0,0.3,17,110,15088,3437,0.0,0.0,2.0,7,1.03
7,432.0,1338.5,19.4,0.0,24,115,15150,3339,0.0,0.0,3.0,8,1.061
8,432.0,1049.5,19.4,2.0,19,118,1245,3439,0.0,0.0,4.0,9,1.082
9,432.0,1532.4,19.9,0.2,19,111,15300,3703,4.1,15.3,4.0,9,1.145
10,432.0,1262.6,20.6,0.0,22,118,15446,3869,4.4,16.3,4.0,10,1.178
1,364.0,1226.2,19.1,13.0,22,111,4279,666,0.0,0.0,0.0,4,0.654
2,364.0,741.8,20.6,0.0,17,112,1703,157,0.0,0.0,1.0,4,0.693
3,364.0,1399.5,19.3,0.4,25,107,1922,181,0.0,0.0,2.0,4,0.734
4,364.0,1332.8,18.7,0.0,22,109,1913,183,0.0,0.0,2.0,5,0.774
5,364.0,1422.3,19.1,0.0,22,107,1735,170,0.0,0.0,3.0,6,0.782
6,364.0,1670.9,19.5,2.2,24,110,2183,218,0.4,5.0,3.0,7,0.807
7,364.0,1141.6,19.0,0.0,28,108,2240,281,0.7,5.0,17.0,7,0.812
8,364.0,947.8,19.0,3.0,22,110,2350,290,2.2,5.1,17.0,8,0.83
9,364.0,1574.4,19.3,0.0,20,110,2475,262,2.9,43.8,82.0,8,0.854
10,364.0,1251.4,20.4,0.0,22,111,2560,255,4.7,55.2,115.0,9,0.884
1,724.0,336.2,24.4,0.0,51,92,5559,170,0.0,0.0,0.0,2,2.287
2,724.0,592.2,24.8,0.0,48,90,5698,178,0.0,0.0,0.0,2,2.312
3,724.0,249.1,24.3,0.0,48,88,5836,186,0.0,0.0,0.0,3,2.345
4,724.0,383.5,24.4,0.0,51,91,6059,174,0.0,0.0,0.0,3,2.374
5,724.0,361.5,24.7,0.0,47,91,6353,162,0.0,0.0,0.0,3,2.404
6,724.0,737.3,25.0,0.0,48,90,6610,175,0.0,0.0,0.0,4,2.497
7,724.0,506.6,24.8,0.0,49,92,6867,189,0.0,0.0,0.0,4,2.5
8,724.0,133.4,24.1,0.0,47,85,6810,177,0.0,0.0,0.0,4,2.521
9,724.0,207.1,24.0,0.0,49,87,6752,166,0.0,0.0,2.0,6,2.525
10,724.0,256.8,24.3,0.0,52,89,7045,180,0.0,2.3,3.0,6,2.534
1,318.0,2210.6,20.8,0.0,47,100,3648,248,0.0,0.0,0.0,1,1.422
2,318.0,2620.7,21.4,0.0,44,97,3586,235,0.0,0.0,0.0,1,1.455
3,318.0,1920.6,20.9,0.0,40,97,3798,223,0.0,0.0,0.0,1,1.484
4,318.0,2227.5,21.1,0.0,39,98,4010,210,0.0,0.0,0.0,1,1.506
5,318.0,1516.1,21.5,0.0,39,97,4161,266,0.0,0.0,0.0,1,1.517
6,318.0,2139.2,21.8,0.0,38,98,4312,320,0.0,0.0,0.0,1,1.529
7,318.0,1958.8,21.6,0.0,37,99,4463,375,0.0,0.0,0.0,1,1.534
8,318.0,1464.5,20.6,0.0,34,97,4895,285,0.0,0.0,0.0,1,1.552
9,318.0,1519.5,20.4,0.0,43,97,5276,504,1.0,1.0,1.0,1,1.563
10,318.0,1539.3,20.9,0.0,44,96,5454,608,1.0,2.0,2.0,1,1.573
1,534.0,818.2,2.4,1267.0,25,111,2196,323,0.0,1.3,1.0,8,1.582
2,534.0,790.9,3.2,1083.7,22,115,1917,282,0.0,3.0,1.0,8,1.646
3,534.0,587.7,3.4,873.0,18,118,2082,306,0.0,4.1,2.0,9,1.685
4,534.0,677.9,3.2,996.0,18,125,2279,335,0.0,12.3,2.0,11,1.729
5,534.0,731.1,2.6,1388.8,17,114,2500,500,0.0,15.4,3.0,11,1.754
6,534.0,782.0,2.3,1232.3,16,111,2550,600,0.0,19.8,4.0,12,1.839
7,534.0,940.0,0.3,1820.0,23,114,2460,580,0.0,22.5,4.0,14,1.854
8,534.0,770.5,2.9,1017.0,20,121,2660,630,1.4,24.5,6.0,15,1.882
9,534.0,664.0,3.7,1140.1,14,117,2760,650,1.8,33.1,6.0,16,1.93
10,534.0,616.3,3.4,843.1,19,111,2420,650,1.9,38.7,10.0,16,2.106
1,406.0,462.9,1.8,1769.0,21,116,1794,497,0.0,1.4,4.0,7,1.213
2,406.0,488.8,2.0,1680.0,20,120,1557,319,0.0,2.3,4.0,7,1.239
3,406.0,517.8,3.1,1484.6,21,114,1688,346,0.0,7.2,6.0,7,1.24
4,406.0,429.3,2.8,1300.0,17,126,1731,355,0.0,8.5,6.0,7,1.264
5,406.0,511.9,2.6,1393.0,20,112,1745,358,0.0,17.5,9.0,7,1.276
6,406.0,499.5,1.8,1847.8,18,114,2000,400,0.0,21.3,9.0,7,1.29
7,406.0,450.5,1.4,1854.0,19,117,2130,370,0.0,24.6,10.0,7,1.342
8,406.0,645.3,0.3,2341.0,19,118,2130,370,0.0,37.5,12.0,8,1.421
9,406.0,510.1,2.7,1427.1,22,122,2320,400,0.2,42.7,13.0,8,1.493
10,406.0,342.9,3.9,1401.4,17,126,2320,400,0.3,46.8,13.0,9,1.611
1,406.0,444.2,3.4,1168.8,19,113,1920,340,0.0,2.8,9.0,5,1.432
2,406.0,559.9,2.3,1526.0,18,121,1970,430,0.0,8.5,14.0,5,1.464
3,406.0,364.6,4.3,1027.0,16,113,2000,440,0.0,15.3,14.0,6,1.482
4,406.0,293.2,2.9,1302.0,12,115,2000,560,0.0,18.3,15.0,6,1.516
5,406.0,662.4,2.7,1564.0,22,117,2108,512,0.0,38.4,17.0,7,1.532
6,406.0,620.1,2.6,1294.0,22,117,2190,575,1.7,43.6,20.0,8,1.568
7,406.0,637.7,3.5,1052.0,23,123,2250,590,2.4,51.2,21.0,9,1.593
8,406.0,695.7,3.3,1366.0,17,122,2350,550,3.5,56.3,24.0,10,1.612
9,406.0,552.3,2.7,1537.0,21,112,2510,590,4.8,70.3,24.0,11,1.621
10,406.0,593.1,2.2,1642.0,24,130,2510,610,6.0,76.9,27.0,11,1.642
1,771.0,588.9,2.8,1408.0,19,119,2490,289,0.0,0.0,0.0,2,0.662
2,771.0,710.6,3.6,1229.7,25,116,2475,287,0.0,43.2,16.0,3,0.671
3,771.0,466.7,3.6,1044.0,19,116,2592,301,0.0,59.4,46.0,3,0.682
4,771.0,510.2,3.4,1142.0,25,114,2735,369,0.0,72.6,57.0,4,0.715
5,771.0,603.0,2.5,1586.2,18,120,2800,400,1.6,96.5,64.0,4,0.746
6,771.0,517.9,2.2,1549.1,20,113,3170,420,2.5,114.0,74.0,6,0.769
7,771.0,742.1,0.3,2077.0,28,114,3320,440,15.0,164.9,84.0,7,0.812
8,771.0,651.1,3.3,1187.6,22,117,3760,500,19.6,166.7,95.5,8,0.863
9,771.0,477.4,4.3,1219.6,17,117,3900,520,24.2,175.2,114.0,9,0.952
10,771.0,508.4,4.0,955.7,19,114,3720,580,26.7,200.9,125.0,9,1.108
1,771.0,649.3,3.0,1215.0,20,122,3280,550,0.0,112.6,37.0,5,1.281
2,771.0,385.8,4.7,846.0,16,117,3520,590,0.0,116.7,42.0,5,1.292
3,771.0,429.3,3.4,1114.0,20,118,3560,590,0.0,125.1,48.0,6,1.332
4,771.0,632.4,3.3,1346.0,23,116,4545,533,2.5,134.4,52.0,7,1.367
5,771.0,641.8,3.6,1076.0,23,116,4770,710,6.3,142.3,64.0,8,1.395
6,771.0,645.5,4.1,904.0,25,116,5160,780,8.9,153.2,69.0,9,1.423
7,771.0,727.5,4.2,1116.0,18,116,5280,780,14.5,159.4,74.0,9,1.464
8,771.0,607.4,3.6,1185.0,24,111,4870,660,19.3,164.5,86.0,10,1.513
9,771.0,533.7,3.4,1282.0,20,125,4730,680,22.5,167.4,93.0,11,1.584
10,771.0,503.9,2.5,1481.0,19,112,4740,680,24.7,170.4,103.0,12,1.62
1,743.0,506.2,4.1,1017.0,15,110,850,270,0.0,0.0,32.0,2,2.712
2,743.0,541.4,4.5,928.0,15,108,945,245,0.0,0.0,32.0,2,2.753
3,743.0,656.4,4.9,761.0,16,105,970,249,0.0,0.0,35.0,2,2.783
4,743.0,622.5,4.9,713.0,11,115,1098,282,0.0,0.0,35.0,3,2.798
5,743.0,596.7,3.8,867.0,20,109,1129,290,0.0,0.0,37.0,3,2.818
6,743.0,519.2,4.4,1044.0,13,108,1200,200,0.0,11.5,51.0,7,2.843
7,743.0,653.5,3.9,941.5,14,116,1290,190,0.0,22.5,52.0,7,2.887
8,743.0,579.0,2.1,1661.0,11,116,1450,210,0.0,30.8,66.0,8,2.912
9,743.0,528.4,4.7,802.5,15,107,1620,230,0.0,70.6,69.0,9,2.921
10,743.0,559.2,5.5,831.0,10,114,1880,270,0.0,82.3,71.0,10,2.943
1,743.0,572.2,5.4,447.6,17,110,1970,480,0.0,0.0,0.0,2,1.603
2,743.0,412.6,4.3,871.0,16,116,1810,450,0.0,0.0,0.0,2,1.639
3,743.0,307.3,5.6,672.0,11,108,1920,570,0.0,153.1,0.0,2,1.657
4,743.0,625.6,4.2,789.0,15,112,2100,630,0.0,155.7,0.0,2,1.668
5,743.0,602.6,4.7,932.0,13,112,2695,783,0.0,201.8,0.0,4,1.673
6,743.0,728.3,4.8,685.0,14,110,2700,810,0.6,218.9,0.0,4,1.689
7,743.0,652.7,4.7,709.0,18,113,3450,850,2.2,229.4,0.0,4,1.693
8,743.0,511.1,5.4,676.0,18,117,3800,980,3.4,245.2,0.0,4,1.712
9,743.0,631.0,4.7,819.0,16,108,4300,1110,6.7,254.3,1.0,5,1.743
10,743.0,674.5,3.9,1012.0,20,115,4510,1550,11.7,259.8,21.0,5,1.76
1,317.0,458.5,4.0,972.0,20,116,1057,162,0.0,10.3,4.0,4,1.361
2,317.0,512.6,4.2,1199.1,17,117,1200,200,0.0,21.4,5.0,5,1.365
3,317.0,471.8,3.9,1097.3,15,112,1270,190,0.0,48.7,7.0,5,1.37
4,317.0,500.9,2.1,1769.0,12,116,1240,190,0.0,59.4,9.0,6,1.385
5,317.0,395.4,4.9,921.4,15,120,1290,200,0.0,75.4,9.0,7,1.387
6,317.0,501.5,5.8,880.2,9,113,1370,210,0.0,81.2,9.0,7,1.398
7,317.0,632.4,5.4,552.3,15,115,1300,150,0.0,85.0,10.0,7,1.412
8,317.0,431.0,4.2,984.0,17,116,1120,180,0.0,122.3,10.0,8,1.442
9,317.0,250.7,5.9,725.0,12,117,1170,200,4.4,153.4,11.0,8,1.483
10,317.0,537.2,4.4,860.0,12,124,1180,170,5.7,169.6,12.0,8,1.492
1,422.0,702.6,0.1,1485.0,11,122,5530,702,0.0,0.0,0.0,6,0.768
2,422.0,782.8,0.3,1449.0,13,116,5144,427,0.0,1.4,0.0,6,0.778
3,422.0,667.5,0.7,1301.9,16,117,5436,451,0.0,2.7,0.0,7,0.794
4,422.0,825.2,1.3,1080.0,12,124,5233,434,0.0,4.2,12.0,7,0.797
5,422.0,1089.7,0.2,1314.0,17,120,5620,433,0.0,5.6,12.0,8,0.801
6,422.0,570.8,1.0,1280.8,13,117,6800,1200,0.0,6.1,13.0,8,0.815
7,422.0,836.3,0.4,1190.2,13,111,6410,1270,0.0,6.7,14.0,8,0.826
8,422.0,642.6,1.4,1961.0,12,126,6150,1220,0.0,7.0,14.0,11,0.834
9,422.0,567.0,0.8,1267.7,8,122,6430,1270,2.3,7.5,15.0,11,0.846
10,422.0,986.4,1.4,1265.0,13,115,7070,1400,4.8,9.0,15.0,11,0.851
1,422.0,637.8,0.9,1040.0,21,113,6580,860,7.2,188.5,6.0,8,0.892
2,422.0,472.7,0.2,1350.0,17,122,6430,960,8.3,196.4,6.0,10,0.993
3,422.0,478.3,0.9,1246.0,12,113,6650,1000,9.4,208.4,6.0,10,0.999
4,422.0,658.8,0.2,1460.0,16,115,6966,670,11.2,222.6,6.0,10,1.002
5,422.0,598.5,0.8,1412.0,11,120,6991,698,11.9,239.6,8.0,10,1.051
6,422.0,810.5,1.0,1151.0,21,113,7110,565,12.7,250.0,8.0,10,10.59
7,422.0,945.8,0.4,1155.0,18,126,7210,573,15.4,262.2,10.0,10,1.068
8,422.0,598.4,1.2,1229.0,16,113,7440,630,17.4,283.0,10.0,11,1.081
9,422.0,610.7,0.8,1261.0,18,116,7780,660,18.4,291.3,11.0,14,1.085
10,422.0,773.9,0.2,1562.0,20,115,7680,630,21.4,297.1,13.0,14,1.092
1,473.0,461.5,5.8,691.8,15,120,1990,310,0.0,0.0,0.0,2,0.952
2,473.0,471.0,6.8,665.9,12,109,2070,320,1.1,0.0,0.0,4,1.025
3,473.0,365.8,6.8,339.1,12,119,2530,270,1.7,0.0,0.0,5,1.029
4,473.0,300.1,5.6,747.0,11,117,2550,530,2.3,27.8,1.0,5,1.034
5,473.0,279.9,6.6,617.0,10,116,2590,560,4.3,45.3,1.0,5,1.046
6,473.0,563.4,5.1,674.0,17,112,2630,320,6.5,50.3,2.0,6,1.047
7,473.0,402.4,6.2,759.0,8,125,2665,570,11.8,58.1,2.0,6,1.052
8,473.0,481.0,6.1,576.0,13,129,2700,630,24.9,67.5,2.0,9,1.081
9,473.0,773.5,5.6,647.0,16,115,2640,460,27.5,78.5,4.0,10,1.098
10,473.0,438.1,6.3,541.0,16,111,2770,550,31.5,91.9,4.0,11,1.162
1,722.0,838.0,2.1,959.0,29,111,2352,174,0.0,8.2,4.0,2,0.592
